index,fp_pronouns,headline,class,URL
221,0.3333333333333333,Abba dare to change the names of Welsh towns,1,www.walesonline.co.uk
707,0.3333333333333333,Swiss town fights Champagne ban,0,news.bbc.co.uk
265,0.3333333333333333,Puscifer Announce Australian Dates!,1,www.fourtheye.net
143,0.3333333333333333,Review: Apple McIntosh,1,www.macworld.com.au
262,0.3333333333333333,Westboro Baptist Church appoints first gay minister,1,blog.equaldex.com
927,0.3333333333333333,Five Bear Survivors In JPMorgan Reorg,0,www.forbes.com
190,0.3333333333333333,Obama Administration to Sell Internet to China for $350 Billion,1,463.blogs.com
289,0.3333333333333333,Apple to launch Vatican City Apple Store,1,thenextweb.com
290,0.3333333333333333,Texas Woman Grows GIANT Rose!,1,www.flowershopnetwork.com
212,0.3333333333333333,ProBlogger Acquired by Google,1,problogger.com
158,0.3333333333333333,Privacy Campaigners U-Turn and Offer Support for Phorm,1,www.ispreview.co.uk
780,0.3333333333333333,Pope died of septic shock: Vatican,0,www.smh.com.au
300,0.3333333333333333,Study Finds Consuming Ozonated Beer Reverses Aging Process,1,www.ozonesolutions.com
229,0.3333333333333333,Microsoft Acquires Novell,1,boycottnovell.com
785,0.3333333333333333,Why is Samsung’s breakthrough in graphene research so promising for next generation electronics?,0,www.androidauthority.com
314,0.3333333333333333,Twitter inches toward profit through Google micropayments,1,www.abc.net.au
218,0.3333333333333333,"AMD readies ""lottery-core"" CPUs",1,www.alphr.com
698,0.3333333333333333,Greenslade joins C4 as commissioning editor for factual entertainment,0,realscreen.com
873,0.3333333333333333,15 Facts About U.S. Income Inequality That Everyone Should Know (CHARTS),0,www.huffingtonpost.com
666,0.3278688524590164,"Imus called women's basketball team ""nappy-headed hos""",0,www.mediamatters.org
578,0.3275862068965517,Natural order,0,www.smh.com.au
817,0.32653061224489793,Greg Norman back to the scene of the Great White Flag,0,www.telegraph.co.uk
514,0.3235294117647059,Muppet Babies Has Been Cancelled,1,muppetmindset.wordpress.com
330,0.3207547169811321,"Punch and Judy man told ""that's not the way to do it"" by health and safety officials",1,www.walesonline.co.uk
561,0.32,"Mize's moment brings memories of glory, despair",0,www.theage.com.au
277,0.3181818181818182,Lady Gaga Launches Fashion Line Made from Discarded Meat,1,www.treehugger.com
455,0.3181818181818182,Devastation as Felix the Huddersfield Station Cat is poached to move to Leeds Station,1,www.examiner.co.uk
92,0.3181818181818182,Breaking News – Card numbers exposed by card associations using state of the art malware attack,1,www.paymentsystemsblog.com
253,0.3170731707317073,Comics Industry to Brad Meltzer: Please Quit,1,uk.ign.com
43,0.3157894736842105,A Perilous Encounter with the I-Bod,1,www.npr.org
858,0.3157894736842105,Channel 4 News filmmakers reveal six week ordeal in Sudanese detention,0,www.channel4.com
954,0.315,Seth Rogen's lazy characters belie a Type A actor on the rise,0,www.nj.com
234,0.3142857142857143,Woodland Princess – Scientists discover Rhine valley woodland city,1,www.xenite.org
837,0.3125,Using whitelisting technology to defend against POS malware,0,searchsecurity.techtarget.com
958,0.3125,Mercury mystery in state waters,0,www.denverpost.com
105,0.3125,McCain Chooses Al Gore For Vice President,1,www.ecorazzi.com
477,0.3125,Uniting A Fandom of Pears,1,danlev.deviantart.com
892,0.3125,"MGM Bets on Live Events With T-Mobile Arena, New Theater",0,www.billboard.com
428,0.3076923076923077,BeautifulPeople Founder Kicked From Site for Being Ugly,1,www.onlinedatingmagazine.com
240,0.3076923076923077,HP Announces New “Bling” Line of Home Servers,1,www.mediasmartserver.net
467,0.3076923076923077,NASCAR Announces '20 Is Plenty' Marketing Campaign,1,www.planetizen.com
1037,0.3043478260869565,Several giant cats could be on prowl in the countryside,0,www.worcesternews.co.uk
965,0.3043478260869565,FDA looks toward major IT overhaul -- Washington Technology,0,washingtontechnology.com
27,0.3,Hi-Viz Banana Pioneered.,1,www.aerostich.com
1022,0.3,Who cares if action's not real: WrestleMania is a hit,0,www.chron.com
360,0.3,New brewery trademarks 'Any Beer',1,www.brewsnews.com.au
1030,0.3,N.Y. hospital taps Microsoft to digitize records,0,www.cnet.com
170,0.2988505747126437,ASO in velodrome dilemma for Roubaix,1,autobus.cyclingnews.com
648,0.2978723404255319,David Haye v John Ruiz: Nikolai Valuev and Klitschko brothers next on the horizon - and then retirement,0,www.telegraph.co.uk
630,0.29411764705882354,Mick Philpott case: Cameron backs Osborne over comments,0,www.bbc.co.uk
1029,0.29411764705882354,US strikes Haqqani Network in North Waziristan,0,www.longwarjournal.org
481,0.29411764705882354,Reg now behind invisible HTML5 Bitcoin paywall,1,www.theregister.co.uk
352,0.2926829268292683,Firefly: The Arcade Game Celebrates 10th Anniversary of Short-Lived TV Show,1,arcadeheroes.com
30,0.2916666666666667,Nintendo Revolution | Pikmin 3 Confirmed for Launch,1,www.cubed3.com
6,0.2916666666666667,Zabel asks for height regulations to podiums,1,autobus.cyclingnews.com
800,0.2916666666666667,US arrests Guinea-Bissau ‘drug kingpin’ Na Tchuto,0,www.channel4.com
532,0.2916666666666667,Swans pair arrested over insults,0,news.bbc.co.uk
31,0.2891566265060241,Bush preps historic Third Term - memo,1,www.theregister.co.uk
568,0.288135593220339,Our politics are more confusing than ever — but we must understand what's at stake this election,0,www.independent.co.uk
173,0.2878787878787879,Fabio Capello Resigns As Kevin Keegan Is Appointed England Coach,1,www.goal.com
295,0.2857142857142857,OK Go's Damian Kulash Crafts Pro-Dial-Up Anthem,1,www.npr.org
449,0.2857142857142857,Tempe Lake to Get 1.6MSF ‘Nessy’ Project,1,azbex.com
413,0.2857142857142857,This one weird trick deletes any YouTube flick in just a few clicks,1,www.theregister.co.uk
996,0.2857142857142857,It's Run-DMC's claim to Fame,0,www.nydailynews.com
761,0.2857142857142857,Mexicali Earthquake Photos: Twitter Tells the Story [PICS],0,mashable.com
734,0.2857142857142857,Royal National College's new centre to put Hereford city on sporting map,0,www.herefordtimes.com
122,0.2857142857142857,Daniel Craig Quits the Role of James Bond,1,www.007james.com
675,0.2857142857142857,How Everyone Else Pays for Big Business's Tax Breaks,0,www.usnews.com
474,0.2857142857142857,Grand National bosses approve personal stereos for horses in race shake-up,1,www.mirror.co.uk
168,0.2857142857142857,The 10 Hottest New Windows 7 Features,1,www.pcmag.com
856,0.2857142857142857,Shuttlewood’s all at sea,0,www.thisiswiltshire.co.uk
184,0.2857142857142857,Conficker - Is it REALLY a Virus?,1,www.techwarelabs.com
601,0.2857142857142857,Maryland puts gift card bounty on 'fish from hell',0,www.foxnews.com
279,0.2857142857142857,It's a fair way to the next tee so why not take the travelator if you're feeling below par?,1,www.dailymail.co.uk
384,0.2857142857142857,Moon or Frying Pan? ,1,apod.nasa.gov
83,0.2857142857142857,U.K Government Propose New Anti-Piracy Scheme,1,strangeglue.com
76,0.2857142857142857,Hidden 3DS Max Display Mode Revealed,1,www.blendernation.com
10,0.2857142857142857,Cisco to merge with Nabisco,1,www.theregister.co.uk
357,0.2857142857142857,Joseph Kony arrested in Garamba National Park,1,www.benkling.com
512,0.2830188679245283,Review: The Petzi Treat Cam is a camera with an integrated pet feeder,1,www.dpreview.com
622,0.28205128205128205,"If anyone can, Kan can",0,www.chinadaily.com.cn
325,0.28125,Amnesty for hosepipe owners as drought bites,1,www.independent.co.uk
269,0.28,Continued Existence Of Edible Arrangements Disproves Central Tenets Of Capitalism,1,www.theonion.com
818,0.2786885245901639,Via Ponte in Stockton: You'll want to keep going back,0,www.nj.com
650,0.2777777777777778,"School bans boy, 3, over haircut",0,news.bbc.co.uk
165,0.2777777777777778,World First Pinot Chocolat,1,www.scoop.co.nz
305,0.2777777777777778,Advances In 3-D May Mean No Ridiculous Glasses,1,www.npr.org
744,0.27586206896551724,Monoprice Noise Canceling Headphone review:,0,www.cnet.com
853,0.27586206896551724,Manchester United v Bayern Munich: Wayne Rooney could return in Champions League,0,www.telegraph.co.uk
574,0.2738589211618257,The way words work,0,www.theage.com.au
509,0.2727272727272727,Wii U Games Playable on Nintendo Switch with USB add-on!,1,www.sm128c.com
266,0.2727272727272727,United States Imposes Sanctions Against Australia Over Internet Censorship,1,www.inquisitr.com
75,0.2727272727272727,Have Cell Phone Rings Gone Too Far?,1,www.npr.org
618,0.2727272727272727,Tiny water desalination device could help aid efforts,0,physicsworld.com
341,0.2727272727272727,Unicorn Cookbook Found at the British Library,1,britishlibrary.typepad.co.uk
632,0.2727272727272727,Caribbean film festival sets Barbados alight,0,jamaica-gleaner.com
247,0.2727272727272727,BREAKING NEWS : St. Louis Rams Trade First Overall Pick For Brett Favre McNabb To Vikings,1,www.sportsfan4.com
349,0.2727272727272727,Print your own money service to launch,1,www.moneysavingexpert.com
820,0.2692307692307692,Why Airline Service Suffers,0,abcnews.go.com
679,0.2692307692307692,Learning from technology,0,news.bbc.co.uk
889,0.26865671641791045,Seduction 101 for Logicians and Economists,0,abcnews.go.com
760,0.26811594202898553,Fiat 500 Sport 5MT Review,0,www.carthrottle.com
119,0.26666666666666666,New short vowel discovered,1,languagelog.ldc.upenn.edu
814,0.26666666666666666,Fake cancer drug Avastin hits U.S. market for the second time,0,www.cbsnews.com
832,0.26666666666666666,Solar-powered poultry house begins operations,0,www1.udel.edu
1020,0.2647058823529412,"ESPN Changed Sports Media, For Good Or Ill",0,bleacherreport.com
784,0.2631578947368421,Politics unspinned: Did the SNP really bring down a Labour government and usher in Margaret Thatcher?,0,www.dailyrecord.co.uk
80,0.2631578947368421,Neil Gaiman One Step Closer to Sainthood,1,www.locusmag.com
747,0.2631578947368421,Barack Obama: The opacity of hope,0,www.salon.com
479,0.2631578947368421,BREAKING – Star Wars The Last Jedi Trailer Revealed Ahead Of Star Wars Celebration 2017,1,mammothgamers.com
908,0.2608695652173913,Paul Boateng to leave Cape Town after bullying claims,0,www.telegraph.co.uk
189,0.26,"BREAKING HARD: Johnny Robertson arrested at the Vatican! Cult leader threatened Pope! Son critical after shot by papal bodyguards! Nuncio ""furious""!",1,www.theknightshift.com
756,0.26,The Progressive Promise of Today's Technology,0,www.huffingtonpost.com
619,0.25925925925925924,Murray wins Miami Masters title,0,news.bbc.co.uk
228,0.25806451612903225,Canada taxing Internet use to pay down deficit,1,www.edmontonsun.com
935,0.2571428571428571,Is America Addicted to War?,0,foreignpolicy.com
246,0.2551020408163265,A Mythic Proposition,1,www.tucsonweekly.com
316,0.25,Councils asked to be armed and dangerous,1,www.publicfinance.co.uk
16,0.25,Apple founder Jobs joins IKEA,1,www.theregister.co.uk
827,0.25,Gordon Brown’s poisonous legacy lives on,0,www.telegraph.co.uk
202,0.25,New Hair Extensions Are All About Kitty Pride,1,www.popsugar.com
849,0.25,Samsung researchers claim graphene breakthrough,0,www.telegraph.co.uk
510,0.25,Honda CR-V Roadster Launches In Dealerships,1,carbuzz.com
197,0.25,President Obama bans cell phones in public places,1,www.phonearena.com
198,0.25,US Patent Office exposes Apple secret plan,1,www.theregister.co.uk
576,0.25,The Masters' secret love of technology.,0,www.slate.com
1015,0.25,Decorator hits rocky stretch after a missed stepping Stone,0,www.nydailynews.com
751,0.25,"NOAA / NSF CRUISE REVEALS IMPACTS OF OCEAN ACIDIFICATION ON CHEMISTRY, BIOLOGY OF NORTH PACIFIC OCEAN",0,www.noaanews.noaa.gov
118,0.25,Dihydrogen Monoxide a Serious Threat to Public Safety,1,www.greentechgazette.com
100,0.25,Its a Legitimate Spelling: Webster’s Agrees,1,belletra.com
326,0.25,Exclusive: Jet to issue final parting shot?,1,fasterlouder.junkee.com
98,0.25,A fool and his money: Chancellor tries his luck on the scratch cards,1,www.dailymail.co.uk
862,0.25,Die Hard 5 Casts Main Villains,0,entertainment.ie
298,0.25,Labour memo: celebrate Ed Miliband's wedding with street party,1,www.telegraph.co.uk
127,0.25,Spirit sees phenomenal Martian vista,1,blogs.discovermagazine.com
128,0.25,Alan Moore takes ‘Watchmen’ movie money to sue DC for print rights reversion,1,www.comicmix.com
81,0.25,Google moves into deals & coupons business,1,probargainhunter.com
135,0.25,Danny Elfman scores Terminator Salvation,1,scoringsessions.com
137,0.25,Text ads in open source code will add millions in funding to OSS movement,1,jorgenmodin.net
382,0.25,Post-Apocalyptic Search Engine Unveiled,1,www.seofirst.com
591,0.25,Cube's fixer-upper is beyond repair,0,www.nydailynews.com
665,0.25,Injury ends Ronaldinho's campaign,0,www.independent.co.uk
248,0.25,Reality Show Takes Yelp Mobile But Not In The Way You'd Think...,1,www.yelp.com
149,0.25,Barack Obama Michael Jackson to Sing for G20 Supper,1,www.londonnet.co.uk
64,0.25,Spanish to Merge with Portuguese and Catalan,1,www.tomisimo.org
232,0.25,FDA bans all caffeinated beverages and products,1,penguinpetes.com
783,0.25,Waqar Younis resigns as Pakistan coach after World Twenty20 flop,0,www.theguardian.com
47,0.25,BREAKING NEWS: En masse resignations in the Bush Administration!!!!,1,msgeekshomefororphancomputers.blogspot.co.uk
155,0.25,New Smartphone Application Makes You the Sommelier,1,www.prweb.com
781,0.25,How Did Seagate Technology plc’s (NASDAQ:STX) 61.07% ROE Fare Against The Industry?,0,simplywall.st
986,0.2419354838709677,Beaten black and blue,0,www.smh.com.au
719,0.2413793103448276,Skinner squeals on joke thief Pasquale,0,www.chortle.co.uk
605,0.2413793103448276,Bank upgrade is excluding blind,0,news.bbc.co.uk
8,0.24074074074074076,Post Office Calls for Portable 'Vanity' ZIP Codes,1,www.npr.org
68,0.24,Brad Pitt quits acting,1,www.joblo.com
1033,0.24,Tough times ahead for hotel industry,0,www.odt.co.nz
508,0.24,Amazon Chooses Mars As HQ2 Location,1,www.pymnts.com
525,0.2380952380952381,West End theatres' best seat prices rise to nearly £80,0,www.bbc.co.uk
296,0.2380952380952381,Home Depot’s Home Improvement,1,www.underconsideration.com
920,0.2368421052631579,"37 years after his Vietnam tour, ‘inspired to get back in’",0,www.stripes.com
999,0.2362204724409449,Man of many basses - Mikey Fletcher moves from classical to rockers,0,jamaica-gleaner.com
966,0.2352941176470588,Skype iPhone app is released and all hell breaks loose for FCC and AT&T,0,www.computerworld.com
471,0.2352941176470588,Royal Albert Hall partners with CERN to bring hadron collider to the UK,1,www.royalalberthall.com
613,0.23404255319148934,MLB legend Madison Bumgarner is true to his roots,0,edition.cnn.com
722,0.2335766423357664,The Mystery of Lloyd Gaines,0,www.riverfronttimes.com
256,0.2333333333333333,eHarmony to Open Matchmaking Service for Pets,1,www.onlinedatingmagazine.com
272,0.2333333333333333,"Exclusive: Amazon To Introduce 4.3-Inch Dual-Core ""Blaze"" Smartphone This Summer ",1,www.androidpolice.com
799,0.2328767123287671,This Machine Can Tell Whether You’re Liberal or Conservative,0,www.motherjones.com
946,0.2307692307692308,How is the government going to tackle rural crime?,0,mg.co.za
897,0.2307692307692308,Jubilant Organosys offers US$255M for Draxis Health,0,www.thestar.com
1,0.2307692307692308,Internet news guru Matt Drudge uncovers dating scandal,1,www.theregister.co.uk
331,0.2307692307692308,Next iPad to Include a Physical Keyboard,1,pc.net
110,0.2307692307692308,Chelsea Clinton Joins Millionaire Match to Raise Money for Mom,1,www.onlinedatingmagazine.com
469,0.2307692307692308,New Anytime Fitness App Brings Fitness Into The Sharing Economy,1,www.prnewswire.com
569,0.2297297297297297,Margo MacDonald: The life and times of a political 'blonde bombshell',0,www.bbc.co.uk
902,0.2277227722772277,Commentary: Terrifying tumbleweeds,0,www.cnn.com
562,0.2272727272727273,Oldies a Thing Of the Past At WBIG-FM,0,www.washingtonpost.com
654,0.2258064516129032,Kennedy: 'Iraq is George Bush's Vietnam',0,www.cnn.com
919,0.2245762711864407,Shadow lands: Pakistan - a nation under attack,0,www.independent.co.uk
147,0.2241379310344828,Palm launches new PDA,1,blog.dk.sg
340,0.2222222222222222,Huck Gee declares war on Trampt!,1,www.spankystokes.com
703,0.2222222222222222,Meadow Vale double up in Festival of Sport,0,www.getreading.co.uk
379,0.2222222222222222,[TV] Shocker: Andrew Lincoln Resigns From “The Walking Dead” Citing “Creative Differences” With New Showrunner…,1,bloody-disgusting.com
159,0.2222222222222222,BREAKING NEWS: Brett Favre Un-Retires...Again,1,www.sportsfan4.com
798,0.21875,Nigel Farage on HIV: Ukip leader says 'sensible Christian thing' is to put British patients first,0,www.independent.co.uk
15,0.21739130434782608,World of Wordcraft,1,uk.ign.com
124,0.21739130434782608,Tour de France could become fixed again,1,davesbikeblog.squarespace.com
634,0.21568627450980396,A Made-Up Hospital That Offered Real Medicine,0,www.nytimes.com
931,0.21428571428571427,General Election 2010: 'Grey vote' could hold the key,0,www.telegraph.co.uk
205,0.21428571428571427,Breaking News: All G20 Meetings Scheduled Via Doodle Says Doodle,1,hatchpr.blogspot.co.uk
371,0.21428571428571427,Web licence to be compulsory for ALL internet users,1,www.moneysavingexpert.com
663,0.21428571428571427,Wikileaks releases video depicting US forces killing of two Reuters journalists in Iraq,0,www.csmonitor.com
582,0.2127659574468085,Panama Papers: Mossack Fonseca 'helped firms subject to sanctions',0,www.bbc.co.uk
963,0.21052631578947367,Religion and Politics: An Unholy Mix,0,reason.com
626,0.21052631578947367,"When the U.S. Gives Up on Human Rights, Everyone Suffers",0,foreignpolicy.com
587,0.21052631578947367,Suns' Steve Nash involved in baby daddy drama,0,www.sheknows.com
420,0.21052631578947367,Seals of the Week,1,uk.ign.com
200,0.20689655172413796,Utah has BCS lawsuit in mind,1,www.espn.co.uk
992,0.20689655172413796,Keneally's list turns up at the library,0,www.smh.com.au
731,0.20512820512820512,High School Girls Explore STEM,0,www.usnews.com
1011,0.20408163265306126,"Under the bright lights, the Mounties get their man",0,www.theglobeandmail.com
255,0.2,Canon Olympus and Nikon unveil App-e-ture: the app store for your digital camera,1,www.pocket-lint.com
422,0.2,Rolling Stones cancel Summerfest show replaced by Elton John,1,onmilwaukee.com
393,0.2,EU Defense Finally Means Business,1,carnegieeurope.eu
599,0.2,Top 10 Innovative Beauty Products That Will Change Your Morning Beauty Routine,0,www.entrepreneur.com
274,0.2,"Nintendroid - ""Nintendo on Android"" Officially Announced",1,www.sm128c.com
740,0.2,Blockchain technology can reinvent business – here’s how according to IBM,0,www.cbronline.com
215,0.2,One more thing: Apple announces iPhone iPad OS 4.0 with multitasking,1,www.itwire.com
116,0.2,Microsoft Cancels Windows Vista,1,www.thespoof.com
286,0.2,High Roller Alert: 'Buddy Repperton Gold' 'Crossword Pro Service Update' 'Happyville' 'Hot Farm' and More,1,toucharcade.com
614,0.2,"Bayern Munich's 53-match unbeaten streak ends, Pep Guardiola not bothered",0,sports.yahoo.com
109,0.2,Onerous New Law to Phase Out Wi-Fi,1,www.pcmag.com
74,0.2,Live Satellite Images in Google Earth!,1,googlesightseeing.com
706,0.2,‘Uptick rule’ expected to curb short selling,0,www.ft.com
302,0.2,Linux kernel to be released under BSD licence,1,www.itwire.com
692,0.2,Obama on exceptionalism,0,www.theatlantic.com
653,0.2,John Paul to be buried on Friday,0,news.bbc.co.uk
959,0.2,False-Equivalence Watch: The Platonic-Ideal Form,0,www.theatlantic.com
217,0.2,Dunkie Drinks Dunkin’s Coffee,1,www.underconsideration.com
258,0.2,Toll plan for Kurilpa Bridge,1,www.brisbanetimes.com.au
468,0.2,Trump in Talks for White House Reality Show If He Wins Election,1,www.cabletv.com
183,0.2,BMW reveals Magnetic Tow Technology,1,www.businesscar.co.uk
210,0.2,Clippy Makes A Comeback With Office 2010,1,www.scoop.co.nz
207,0.2,Civilization V to have “Extreme Diplomacy” mode,1,www.thetanooki.com
162,0.2,iPods get heavier with more music,1,newslite.tv
171,0.2,JVM CLR unification : IBM Sun merger held up to complete CLR licensing,1,blog.dhananjaynene.com
503,0.2,No laughing matter: Files Go introduces Bad Joke Detector,1,blog.google
926,0.19444444444444445,Anti-smoking ad draws fire,0,www.nydailynews.com
609,0.19444444444444445,Chicago within grasp of future leaders,0,the.honoluluadvertiser.com
282,0.19230769230769232,Not your Grandma’s lapdog. The Great Chihuahua turns heads and steals hearts across US.,1,www.embracepetinsurance.com
249,0.19230769230769232,Tim Burton Reimagining ‘Little Shop of Horrors’,1,bloody-disgusting.com
187,0.19230769230769232,Baby chicks do basic arithmetic,1,news.bbc.co.uk
951,0.19230769230769232,Why Jeffrey Toobin Is Wrong About the Supreme Court and Obamacare,0,www.theatlantic.com
749,0.19047619047619047,Junior doctors 'being bullied into hours of unpaid overtime',0,www.independent.co.uk
538,0.19047619047619047,Teachers warn of 'Victorian' poverty among pupils,0,www.bbc.co.uk
250,0.19047619047619047,Eddie Murphy To Replace Michael Jackson As Captain EO,1,www.giantfreakinrobot.com
774,0.1891891891891892,"A note about the ""Business Guy seeking Technical Co-Founder""",0,bigthink.com
947,0.18840579710144928,Jump to Politics Turns Georgian Billionaire Into Public Enemy No. 1,0,www.nytimes.com
899,0.1875,Noel Gallagher suffers hair abuse,0,entertainment.ie
758,0.1875,Blackpool manager Paul Ince stuns Liverpool by slapping £25 million price tag on son Tom's head,0,www.telegraph.co.uk
835,0.1875,Baseball biometrics: wearable tech approved for Major League use,0,www.theguardian.com
904,0.1875,Jill Finder Joins Natcore Technology As Senior Vice President/Business Development,0,www.prnewswire.com
254,0.1875,FCC Confiscates Remaining TV Channels For Twitter,1,t1rex.blogspot.co.uk
905,0.1851851851851852,Betting on Technology to Help Turn Consumers Green,0,e360.yale.edu
196,0.18181818181818185,A social network for people who hate social networks,1,www.computerworld.com
1013,0.18181818181818185,Thorn Birds become song birds in Britain,0,www.smh.com.au
406,0.18181818181818185,Acer revisits Liquid with the Tang soup-proof smartphone,1,www.gadgetguy.com.au
251,0.18181818181818185,Reconstructive surgery places Contador’s season in doubt,1,www.velonews.com
292,0.18181818181818185,Portugal 'sells' Ronaldo to Spain in £160m deal on national debt,1,www.independent.co.uk
878,0.18181818181818185,MGM celebrates opening of the Park entertainment district,0,lasvegassun.com
712,0.18181818181818185,GGRAsia – Melco International profit soars post Melco Crown control,0,www.ggrasia.com
151,0.18181818181818185,Who Is The Twi-Guy?,1,www.twilightlexicon.com
741,0.18181818181818185,New U.S. inversion rules threaten Pfizer-Allergan deal,0,www.reuters.com
811,0.18032786885245905,Lord Healey: a chancellor who really knows about coalitions and crisis,0,www.theguardian.com
524,0.17857142857142858,Jasmine and Erwan on Anne Curtis jellyfish incident,0,www.rappler.com
342,0.1780821917808219,Sword and Sensibility: Conan Creator Robert E. Howard’s Lesser Known Collaboration,1,www.tor.com
961,0.17647058823529413,Bay Shore teen in A&E's 'Runaway Squad',0,www.newsday.com
945,0.17647058823529413,Leaked U.S. video shows deaths of Reuters' Iraqi staffers,0,www.reuters.com
103,0.17647058823529413,Live And Let Bi,1,www.dailystar.co.uk
530,0.17647058823529413,Jail for man with kilo of heroin in BMW,0,www.theboltonnews.co.uk
845,0.17647058823529413,Fresh inspiration is born,0,www.smh.com.au
227,0.17647058823529413,BREAKING: 'Epic Sesame Street' Announced,1,uk.ign.com
451,0.17543859649122806,Microsoft Announces Windows 11 Apple Launches New iPhone GI... [Tech News Digest],1,www.makeuseof.com
1008,0.17391304347826084,'Pride and Prejudice and Zombies' by Seth Grahame-Smith,0,www.latimes.com
842,0.1724137931034483,5 Reasons Why URL Shorteners Are Useful,0,mashable.com
848,0.1720430107526882,"After the election, will the Lib Dems turn left or right?",0,www.theguardian.com
686,0.1702127659574468,From laughs to stats: the fresh digital approach to election coverage,0,www.theguardian.com
840,0.16911764705882354,"Tablet Magazine – Jewish News and Politics, Jewish Arts and Culture, Jewish Life and Religion",0,www.tabletmag.com
288,0.16666666666666666,Chicken feathers suggested as basis for plastics,1,www.bbc.co.uk
373,0.16666666666666666,Satellite Image of Dorm Fast-Tracks Its Demolition,1,buildingshsu.blogspot.co.uk
374,0.16666666666666666,Exclusive: 60th Eurovision hosted in three countries,1,www.eurovision.tv
502,0.16666666666666666,Cirque du Soliel’s “Natty Gann” Coming to Disney Springs,1,www.laughingplace.com
348,0.16666666666666666,Cash-strapped rights museum to be converted to water park,1,www.winnipegsun.com
120,0.16666666666666666,Derek Jeter Comes Out of the Closet,1,sports.gunaxin.com
169,0.16666666666666666,BREAKING: The New Nikon-Canon DE-1,1,niloyonphotography.blogspot.co.uk
478,0.16666666666666666,"After a 240 Year Absence, Freshwater Dolphins Return to the Finger Lakes",1,www.fingerlakes.com
498,0.16666666666666666,MLB Teams Wearing Easter Pastel Colours Today,1,news.sportslogos.net
704,0.16666666666666666,Urban teens excel in sport of kings -- polo,0,www.reuters.com
193,0.16666666666666666,National to appoint Cullen as Reserve Bank Governor,1,www.kiwiblog.co.nz
948,0.16666666666666666,Companies must embrace technology to maintain competitive edge,0,www.cosmeticsdesign.com
463,0.16666666666666666,CRUNCHING DEFECTION: Ray Warren announces shock code switch to rugby union,1,www.theroar.com.au
639,0.16666666666666666,Police investigate city murders,0,news.bbc.co.uk
211,0.16666666666666666,Wacky hidden provisions of healthcare reform act,1,occasionalplanet.org
874,0.16666666666666666,"Hundreds of newborn babies could be saved if mothers breastfeed, claims report",0,www.dailymail.co.uk
742,0.16666666666666666,Periscope phone app gives millions a way to live-stream their lives,0,www.theguardian.com
893,0.16666666666666666,Intervention in Libya and Syria Isn’t Humanitarian or Liberal,0,nationalinterest.org
563,0.16666666666666666,"The Tribune, Chandigarh, India",0,www.tribuneindia.com
328,0.16666666666666666,Leaked document reveals upcoming games,1,bulbanews.bulbagarden.net
960,0.16666666666666666,"Review: Fred & Gladys, The Landor Theatre",0,www.express.co.uk
25,0.16666666666666666,Intel Wants Off Open Source Listing,1,www.internetnews.com
484,0.16666666666666666,NFL Superstar Randy Moss Signs with the Charlotte Independence,1,www.charlotteindependence.com
967,0.16666666666666666,Instagram for Android Downloaded More Than 1 Million Times in 24 Hours,0,mashable.com
264,0.16666666666666666,iFart Stuns Programming World With New Scent Technology For iPhone,1,ifartmobile.com
750,0.16666666666666666,Angler lands giant catfish,0,www.manchestereveningnews.co.uk
872,0.16666666666666666,Travelodge set to open Portsmouth’s biggest hotel,0,www.portsmouth.co.uk
813,0.16216216216216214,U.S. vs. North Korea,0,www.huffingtonpost.com
233,0.16129032258064516,This Massage Can Bring Out the Animal in You,1,www.popsugar.com
702,0.16,Atari 'Pong' to be played on building,0,www.theaustralian.com.au
337,0.15789473684210525,A New Paradigm Rises to Save the Modern Web,1,www.epixa.com
22,0.15789473684210525,"The Motley Fool Has a ""Winner""?",1,www.fool.com
933,0.15789473684210525,Where are the New Social Movements in German collective memory?,0,blog.oup.com
729,0.15789473684210525,Can New Technology Help Planes Dodge Turbulence?,0,www.smithsonianmag.com
745,0.15789473684210525,"Honour, By Elif Shafak",0,www.independent.co.uk
557,0.15384615384615385,Big plans for King’s Lynn Arts Centre,0,www.edp24.co.uk
362,0.15384615384615385,Line Free Monday!,1,www.disneylies.com
358,0.15384615384615385,UFC 150 headed to mainland Asia: Pyongyang North Korea,1,www.mmamania.com
681,0.15384615384615385,"Universal Will Not Pull 'United 93' Trailer, Despite Criticism",0,www.nytimes.com
336,0.15384615384615385,BREAKING NEWS: *NSync to tour again!,1,blog.ticketnetwork.com
268,0.15384615384615385,TEXTp saves YouTube bandwidth money ,1,youtube-au.googleblog.com
1014,0.15384615384615385,Report: Farrah Fawcett hospitalized,0,www.nydailynews.com
991,0.15384615384615385,‘Clash of the Titans’ releases a sea monster and a curious catchphrase,0,nypost.com
363,0.15384615384615385,Facebook buys Dummly from outernet prodigy Dick D'Miner,1,www.theregister.co.uk
511,0.15,Facebook Finally Lets You See Who Viewed Your Profile •,1,wersm.com
834,0.14814814814814814,"Fear, prejudice and gut reactions: is that the future for our politics? | Rafael Behr",0,www.theguardian.com
544,0.14814814814814814,Pfizer to pay £50m after deaths of Nigerian children in drug,0,www.independent.co.uk
534,0.14814814814814814,'Affair' teacher's compo to spark law change,0,www.smh.com.au
939,0.14705882352941174,"""Honor killing"" under growing scrutiny in the U.S.",0,www.cbsnews.com
615,0.14634146341463414,'Titanic violin' sparks heated debate,0,www.bbc.co.uk
